,car_model,year_of_manufacture,price,fuel,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1
430,corolla altis,2013,10373.13,Petrol,410.0,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,150.0,
431,etios cross,2015,6716.42,Petrol,411.0,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,151.0,
432,fortuner,2014,27985.07,Diesel,412.0,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,152.0,
433,fortuner,2015,35074.63,Diesel,413.0,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,153.0,
434,fortuner,2017,49253.73,Diesel,414.0,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,154.0,
435,etios liva,2014,7089.55,Diesel,415.0,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,155.0,
436,innova,2017,29477.61,Petrol,416.0,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,156.0,
437,fortuner,2010,13805.97,Diesel,417.0,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,157.0,
438,corolla altis,2011,6492.54,Petrol,418.0,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,158.0,
439,corolla altis,2016,21268.66,Petrol,419.0,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,159.0,
440,etios liva,2014,5895.52,Diesel,420.0,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,180.0,160.0,
441,corolla altis,2011,6716.42,Diesel,421.0,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,181.0,161.0,
442,corolla altis,2013,11119.4,Petrol,422.0,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,182.0,162.0,
443,etios liva,2011,3955.22,Petrol,423.0,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,183.0,163.0,
444,etios cross,2014,7313.43,Diesel,424.0,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,184.0,164.0,
445,etios g,2015,5895.52,Petrol,425.0,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,185.0,165.0,
446,corolla altis,2013,8208.96,Petrol,426.0,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,186.0,166.0,
447,corolla,2004,2238.81,Petrol,427.0,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,187.0,167.0,
448,corolla altis,2010,7835.82,Petrol,428.0,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,188.0,168.0,
449,fortuner,2012,21641.79,Diesel,429.0,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,189.0,169.0,
450,corolla altis,2016,21985.07,Diesel,430.0,410.0,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,190.0,170.0,
451,etios gd,2015,7089.55,Diesel,431.0,411.0,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,191.0,171.0,
452,innova,2017,34328.36,Diesel,432.0,412.0,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,192.0,172.0,
453,innova,2015,18656.72,Diesel,433.0,413.0,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,193.0,173.0,
454,innova,2005,5208.96,Diesel,434.0,414.0,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,194.0,174.0,
455,camry,2006,3731.34,Petrol,435.0,415.0,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,195.0,175.0,
456,land cruiser,2010,52238.81,Diesel,436.0,416.0,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,196.0,176.0,
457,corolla altis,2012,8805.97,Petrol,437.0,417.0,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,197.0,177.0,
458,etios liva,2013,5149.25,Petrol,438.0,418.0,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,198.0,178.0,
459,etios g,2014,7089.55,Petrol,439.0,419.0,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,199.0,179.0,
460,alto 800,2017,4253.73,Petrol,440.0,420.0,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,200.0,,
461,ciaz,2015,10223.88,Diesel,441.0,421.0,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,201.0,,
462,ciaz,2015,11194.03,Petrol,442.0,422.0,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,202.0,,
463,ertiga,2015,9104.48,Petrol,443.0,423.0,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,203.0,,
464,dzire,2009,3358.21,Petrol,444.0,424.0,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,204.0,,
465,ertiga,2016,11567.16,Diesel,445.0,425.0,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,205.0,,
466,ertiga,2015,10820.9,Diesel,446.0,426.0,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,206.0,,
467,ertiga,2016,11567.16,Diesel,447.0,427.0,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,207.0,,
468,wagon r,2015,4850.75,CNG,448.0,428.0,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,208.0,,
469,sx4,2010,3955.22,Petrol,449.0,429.0,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,209.0,,
470,baleno,2016,8731.34,Petrol,450.0,430.0,410.0,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,210.0,,
471,alto k10,2014,3805.97,Petrol,451.0,431.0,411.0,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,211.0,,
472,sx4,2008,2910.45,Petrol,452.0,432.0,412.0,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,212.0,,
473,dzire,2014,8208.96,Diesel,453.0,433.0,413.0,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,213.0,,
474,omni,2012,1865.67,Petrol,454.0,434.0,414.0,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,214.0,,
475,ciaz,2014,11194.03,Petrol,455.0,435.0,415.0,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,215.0,,
476,ritz,2013,3955.22,Petrol,456.0,436.0,416.0,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,216.0,,
477,wagon r,2006,1567.16,Petrol,457.0,437.0,417.0,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,217.0,,
478,ertiga,2015,8656.72,Petrol,458.0,438.0,418.0,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,218.0,,
479,ciaz,2017,11567.16,Petrol,459.0,439.0,419.0,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,219.0,,
480,fortuner,2012,22238.81,Diesel,460.0,440.0,420.0,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,220.0,,
481,fortuner,2015,34328.36,Diesel,461.0,441.0,421.0,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,221.0,,
482,innova,2017,26865.67,Diesel,462.0,442.0,422.0,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,222.0,,
483,fortuner,2013,23880.6,Diesel,463.0,443.0,423.0,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,223.0,,
484,innova,2005,4104.48,Petrol,464.0,444.0,424.0,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,224.0,,
485,corolla altis,2009,5373.13,Petrol,465.0,445.0,425.0,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,225.0,,
486,etios cross,2015,6716.42,Petrol,466.0,446.0,426.0,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,226.0,,
487,corolla altis,2010,7089.55,Petrol,467.0,447.0,427.0,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,227.0,,
488,etios g,2014,6119.4,Petrol,468.0,448.0,428.0,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,228.0,,
489,fortuner,2014,29835.82,Diesel,469.0,449.0,429.0,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,229.0,,
490,ritz,2012,4626.87,Diesel,470.0,450.0,430.0,410.0,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,230.0,,
491,ritz,2011,3507.46,Petrol,471.0,451.0,431.0,411.0,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,231.0,,
492,swift,2014,7388.06,Diesel,472.0,452.0,432.0,412.0,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,232.0,,
493,ertiga,2014,8955.22,Diesel,473.0,453.0,433.0,413.0,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,233.0,,
494,dzire,2014,8208.96,Diesel,474.0,454.0,434.0,414.0,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,234.0,,
495,sx4,2011,4402.99,CNG,475.0,455.0,435.0,415.0,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,235.0,,
496,dzire,2015,6940.3,Petrol,476.0,456.0,436.0,416.0,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,236.0,,
497,800,2003,522.39,Petrol,477.0,457.0,437.0,417.0,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,237.0,,
498,alto k10,2016,4477.61,Petrol,478.0,458.0,438.0,418.0,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,238.0,,
499,sx4,2003,3358.21,Petrol,479.0,459.0,439.0,419.0,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,239.0,,
500,corolla altis,2013,10373.13,Petrol,480.0,460.0,440.0,420.0,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,240.0,,
501,etios cross,2015,6716.42,Petrol,481.0,461.0,441.0,421.0,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,241.0,,
502,fortuner,2014,27985.07,Diesel,482.0,462.0,442.0,422.0,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,242.0,,
503,fortuner,2015,35074.63,Diesel,483.0,463.0,443.0,423.0,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,243.0,,
504,fortuner,2017,49253.73,Diesel,484.0,464.0,444.0,424.0,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,244.0,,
505,etios liva,2014,7089.55,Diesel,485.0,465.0,445.0,425.0,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,245.0,,
506,innova,2017,29477.61,Petrol,486.0,466.0,446.0,426.0,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,246.0,,
507,fortuner,2010,13805.97,Diesel,487.0,467.0,447.0,427.0,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,247.0,,
508,corolla altis,2011,6492.54,Petrol,488.0,468.0,448.0,428.0,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,248.0,,
509,corolla altis,2016,21268.66,Petrol,489.0,469.0,449.0,429.0,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,249.0,,
510,etios liva,2014,5895.52,Diesel,490.0,470.0,450.0,430.0,410.0,390.0,370.0,350.0,330.0,310.0,290.0,270.0,250.0,,
511,corolla altis,2011,6716.42,Diesel,491.0,471.0,451.0,431.0,411.0,391.0,371.0,351.0,331.0,311.0,291.0,271.0,251.0,,
512,corolla altis,2013,11119.4,Petrol,492.0,472.0,452.0,432.0,412.0,392.0,372.0,352.0,332.0,312.0,292.0,272.0,252.0,,
513,etios liva,2011,3955.22,Petrol,493.0,473.0,453.0,433.0,413.0,393.0,373.0,353.0,333.0,313.0,293.0,273.0,253.0,,
514,etios cross,2014,7313.43,Diesel,494.0,474.0,454.0,434.0,414.0,394.0,374.0,354.0,334.0,314.0,294.0,274.0,254.0,,
515,etios g,2015,5895.52,Petrol,495.0,475.0,455.0,435.0,415.0,395.0,375.0,355.0,335.0,315.0,295.0,275.0,255.0,,
516,corolla altis,2013,8208.96,Petrol,496.0,476.0,456.0,436.0,416.0,396.0,376.0,356.0,336.0,316.0,296.0,276.0,256.0,,
517,corolla,2004,2238.81,Petrol,497.0,477.0,457.0,437.0,417.0,397.0,377.0,357.0,337.0,317.0,297.0,277.0,257.0,,
518,corolla altis,2010,7835.82,Petrol,498.0,478.0,458.0,438.0,418.0,398.0,378.0,358.0,338.0,318.0,298.0,278.0,258.0,,
519,fortuner,2012,21641.79,Diesel,499.0,479.0,459.0,439.0,419.0,399.0,379.0,359.0,339.0,319.0,299.0,279.0,259.0,,
520,corolla altis,2016,21985.07,Diesel,500.0,480.0,460.0,440.0,420.0,400.0,380.0,360.0,340.0,320.0,300.0,280.0,260.0,,
521,etios gd,2015,7089.55,Diesel,501.0,481.0,461.0,441.0,421.0,401.0,381.0,361.0,341.0,321.0,301.0,281.0,261.0,,
522,innova,2017,34328.36,Diesel,502.0,482.0,462.0,442.0,422.0,402.0,382.0,362.0,342.0,322.0,302.0,282.0,262.0,,
523,innova,2015,18656.72,Diesel,503.0,483.0,463.0,443.0,423.0,403.0,383.0,363.0,343.0,323.0,303.0,283.0,263.0,,
524,innova,2005,5208.96,Diesel,504.0,484.0,464.0,444.0,424.0,404.0,384.0,364.0,344.0,324.0,304.0,284.0,264.0,,
525,camry,2006,3731.34,Petrol,505.0,485.0,465.0,445.0,425.0,405.0,385.0,365.0,345.0,325.0,305.0,285.0,265.0,,
526,land cruiser,2010,52238.81,Diesel,506.0,486.0,466.0,446.0,426.0,406.0,386.0,366.0,346.0,326.0,306.0,286.0,266.0,,
527,corolla altis,2012,8805.97,Petrol,507.0,487.0,467.0,447.0,427.0,407.0,387.0,367.0,347.0,327.0,307.0,287.0,267.0,,
528,etios liva,2013,5149.25,Petrol,508.0,488.0,468.0,448.0,428.0,408.0,388.0,368.0,348.0,328.0,308.0,288.0,268.0,,
529,etios g,2014,7089.55,Petrol,509.0,489.0,469.0,449.0,429.0,409.0,389.0,369.0,349.0,329.0,309.0,289.0,269.0,,
530,alto 800,2017,4253.73,Petrol,510.0,490.0,470.0,450.0,430.0,410.0,390.0,370.0,350.0,330.0,310.0,290.0,,,
531,ciaz,2015,10223.88,Diesel,511.0,491.0,471.0,451.0,431.0,411.0,391.0,371.0,351.0,331.0,311.0,291.0,,,
532,ciaz,2015,11194.03,Petrol,512.0,492.0,472.0,452.0,432.0,412.0,392.0,372.0,352.0,332.0,312.0,292.0,,,
533,ertiga,2015,9104.48,Petrol,513.0,493.0,473.0,453.0,433.0,413.0,393.0,373.0,353.0,333.0,313.0,293.0,,,
534,dzire,2009,3358.21,Petrol,514.0,494.0,474.0,454.0,434.0,414.0,394.0,374.0,354.0,334.0,314.0,294.0,,,
535,ertiga,2016,11567.16,Diesel,515.0,495.0,475.0,455.0,435.0,415.0,395.0,375.0,355.0,335.0,315.0,295.0,,,
536,ertiga,2015,10820.9,Diesel,516.0,496.0,476.0,456.0,436.0,416.0,396.0,376.0,356.0,336.0,316.0,296.0,,,
537,ertiga,2016,11567.16,Diesel,517.0,497.0,477.0,457.0,437.0,417.0,397.0,377.0,357.0,337.0,317.0,297.0,,,
538,wagon r,2015,4850.75,CNG,518.0,498.0,478.0,458.0,438.0,418.0,398.0,378.0,358.0,338.0,318.0,298.0,,,
539,sx4,2010,3955.22,Petrol,519.0,499.0,479.0,459.0,439.0,419.0,399.0,379.0,359.0,339.0,319.0,299.0,,,
540,baleno,2016,8731.34,Petrol,520.0,500.0,480.0,460.0,440.0,420.0,400.0,380.0,360.0,340.0,320.0,300.0,,,
541,alto k10,2014,3805.97,Petrol,521.0,501.0,481.0,461.0,441.0,421.0,401.0,381.0,361.0,341.0,321.0,301.0,,,
542,sx4,2008,2910.45,Petrol,522.0,502.0,482.0,462.0,442.0,422.0,402.0,382.0,362.0,342.0,322.0,302.0,,,
543,dzire,2014,8208.96,Diesel,523.0,503.0,483.0,463.0,443.0,423.0,403.0,383.0,363.0,343.0,323.0,303.0,,,
544,omni,2012,1865.67,Petrol,524.0,504.0,484.0,464.0,444.0,424.0,404.0,384.0,364.0,344.0,324.0,304.0,,,
545,ciaz,2014,11194.03,Petrol,525.0,505.0,485.0,465.0,445.0,425.0,405.0,385.0,365.0,345.0,325.0,305.0,,,
546,ritz,2013,3955.22,Petrol,526.0,506.0,486.0,466.0,446.0,426.0,406.0,386.0,366.0,346.0,326.0,306.0,,,
547,wagon r,2006,1567.16,Petrol,527.0,507.0,487.0,467.0,447.0,427.0,407.0,387.0,367.0,347.0,327.0,307.0,,,
548,ertiga,2015,8656.72,Petrol,528.0,508.0,488.0,468.0,448.0,428.0,408.0,388.0,368.0,348.0,328.0,308.0,,,
549,ciaz,2017,11567.16,Petrol,529.0,509.0,489.0,469.0,449.0,429.0,409.0,389.0,369.0,349.0,329.0,309.0,,,
550,fortuner,2012,22238.81,Diesel,530.0,510.0,490.0,470.0,450.0,430.0,410.0,390.0,370.0,350.0,330.0,310.0,,,
551,fortuner,2015,34328.36,Diesel,531.0,511.0,491.0,471.0,451.0,431.0,411.0,391.0,371.0,351.0,331.0,311.0,,,
552,innova,2017,26865.67,Diesel,532.0,512.0,492.0,472.0,452.0,432.0,412.0,392.0,372.0,352.0,332.0,312.0,,,
553,fortuner,2013,23880.6,Diesel,533.0,513.0,493.0,473.0,453.0,433.0,413.0,393.0,373.0,353.0,333.0,313.0,,,
554,innova,2005,4104.48,Petrol,534.0,514.0,494.0,474.0,454.0,434.0,414.0,394.0,374.0,354.0,334.0,314.0,,,
555,corolla altis,2009,5373.13,Petrol,535.0,515.0,495.0,475.0,455.0,435.0,415.0,395.0,375.0,355.0,335.0,315.0,,,
556,etios cross,2015,6716.42,Petrol,536.0,516.0,496.0,476.0,456.0,436.0,416.0,396.0,376.0,356.0,336.0,316.0,,,
557,corolla altis,2010,7089.55,Petrol,537.0,517.0,497.0,477.0,457.0,437.0,417.0,397.0,377.0,357.0,337.0,317.0,,,
558,etios g,2014,6119.4,Petrol,538.0,518.0,498.0,478.0,458.0,438.0,418.0,398.0,378.0,358.0,338.0,318.0,,,
559,fortuner,2014,29835.82,Diesel,539.0,519.0,499.0,479.0,459.0,439.0,419.0,399.0,379.0,359.0,339.0,319.0,,,
560,ritz,2012,4626.87,Diesel,540.0,520.0,500.0,480.0,460.0,440.0,420.0,400.0,380.0,360.0,340.0,320.0,,,
561,ritz,2011,3507.46,Petrol,541.0,521.0,501.0,481.0,461.0,441.0,421.0,401.0,381.0,361.0,341.0,321.0,,,
562,swift,2014,7388.06,Diesel,542.0,522.0,502.0,482.0,462.0,442.0,422.0,402.0,382.0,362.0,342.0,322.0,,,
563,ertiga,2014,8955.22,Diesel,543.0,523.0,503.0,483.0,463.0,443.0,423.0,403.0,383.0,363.0,343.0,323.0,,,
564,dzire,2014,8208.96,Diesel,544.0,524.0,504.0,484.0,464.0,444.0,424.0,404.0,384.0,364.0,344.0,324.0,,,
565,sx4,2011,4402.99,CNG,545.0,525.0,505.0,485.0,465.0,445.0,425.0,405.0,385.0,365.0,345.0,325.0,,,
566,dzire,2015,6940.3,Petrol,546.0,526.0,506.0,486.0,466.0,446.0,426.0,406.0,386.0,366.0,346.0,326.0,,,
567,800,2003,522.39,Petrol,547.0,527.0,507.0,487.0,467.0,447.0,427.0,407.0,387.0,367.0,347.0,327.0,,,
568,alto k10,2016,4477.61,Petrol,548.0,528.0,508.0,488.0,468.0,448.0,428.0,408.0,388.0,368.0,348.0,328.0,,,
569,sx4,2003,3358.21,Petrol,549.0,529.0,509.0,489.0,469.0,449.0,429.0,409.0,389.0,369.0,349.0,329.0,,,
570,corolla altis,2013,10373.13,Petrol,550.0,530.0,510.0,490.0,470.0,450.0,430.0,410.0,390.0,370.0,350.0,330.0,,,
571,etios cross,2015,6716.42,Petrol,551.0,531.0,511.0,491.0,471.0,451.0,431.0,411.0,391.0,371.0,351.0,331.0,,,
572,fortuner,2014,27985.07,Diesel,552.0,532.0,512.0,492.0,472.0,452.0,432.0,412.0,392.0,372.0,352.0,332.0,,,
573,fortuner,2015,35074.63,Diesel,553.0,533.0,513.0,493.0,473.0,453.0,433.0,413.0,393.0,373.0,353.0,333.0,,,
574,fortuner,2017,49253.73,Diesel,554.0,534.0,514.0,494.0,474.0,454.0,434.0,414.0,394.0,374.0,354.0,334.0,,,
575,etios liva,2014,7089.55,Diesel,555.0,535.0,515.0,495.0,475.0,455.0,435.0,415.0,395.0,375.0,355.0,335.0,,,
576,innova,2017,29477.61,Petrol,556.0,536.0,516.0,496.0,476.0,456.0,436.0,416.0,396.0,376.0,356.0,336.0,,,
577,fortuner,2010,13805.97,Diesel,557.0,537.0,517.0,497.0,477.0,457.0,437.0,417.0,397.0,377.0,357.0,337.0,,,
578,corolla altis,2011,6492.54,Petrol,558.0,538.0,518.0,498.0,478.0,458.0,438.0,418.0,398.0,378.0,358.0,338.0,,,
579,corolla altis,2016,21268.66,Petrol,559.0,539.0,519.0,499.0,479.0,459.0,439.0,419.0,399.0,379.0,359.0,339.0,,,
580,etios liva,2014,5895.52,Diesel,560.0,540.0,520.0,500.0,480.0,460.0,440.0,420.0,400.0,380.0,360.0,340.0,,,
581,corolla altis,2011,6716.42,Diesel,561.0,541.0,521.0,501.0,481.0,461.0,441.0,421.0,401.0,381.0,361.0,341.0,,,
582,corolla altis,2013,11119.4,Petrol,562.0,542.0,522.0,502.0,482.0,462.0,442.0,422.0,402.0,382.0,362.0,342.0,,,
583,etios liva,2011,3955.22,Petrol,563.0,543.0,523.0,503.0,483.0,463.0,443.0,423.0,403.0,383.0,363.0,343.0,,,
584,etios cross,2014,7313.43,Diesel,564.0,544.0,524.0,504.0,484.0,464.0,444.0,424.0,404.0,384.0,364.0,344.0,,,
585,etios g,2015,5895.52,Petrol,565.0,545.0,525.0,505.0,485.0,465.0,445.0,425.0,405.0,385.0,365.0,345.0,,,
586,corolla altis,2013,8208.96,Petrol,566.0,546.0,526.0,506.0,486.0,466.0,446.0,426.0,406.0,386.0,366.0,346.0,,,
587,corolla,2004,2238.81,Petrol,567.0,547.0,527.0,507.0,487.0,467.0,447.0,427.0,407.0,387.0,367.0,347.0,,,
588,corolla altis,2010,7835.82,Petrol,568.0,548.0,528.0,508.0,488.0,468.0,448.0,428.0,408.0,388.0,368.0,348.0,,,
589,fortuner,2012,21641.79,Diesel,569.0,549.0,529.0,509.0,489.0,469.0,449.0,429.0,409.0,389.0,369.0,349.0,,,
590,corolla altis,2016,21985.07,Diesel,570.0,550.0,530.0,510.0,490.0,470.0,450.0,430.0,410.0,390.0,370.0,350.0,,,
591,etios gd,2015,7089.55,Diesel,571.0,551.0,531.0,511.0,491.0,471.0,451.0,431.0,411.0,391.0,371.0,351.0,,,
592,innova,2017,34328.36,Diesel,572.0,552.0,532.0,512.0,492.0,472.0,452.0,432.0,412.0,392.0,372.0,352.0,,,
593,innova,2015,18656.72,Diesel,573.0,553.0,533.0,513.0,493.0,473.0,453.0,433.0,413.0,393.0,373.0,353.0,,,
594,innova,2005,5208.96,Diesel,574.0,554.0,534.0,514.0,494.0,474.0,454.0,434.0,414.0,394.0,374.0,354.0,,,
595,camry,2006,3731.34,Petrol,575.0,555.0,535.0,515.0,495.0,475.0,455.0,435.0,415.0,395.0,375.0,355.0,,,
596,land cruiser,2010,52238.81,Diesel,576.0,556.0,536.0,516.0,496.0,476.0,456.0,436.0,416.0,396.0,376.0,356.0,,,
597,corolla altis,2012,8805.97,Petrol,577.0,557.0,537.0,517.0,497.0,477.0,457.0,437.0,417.0,397.0,377.0,357.0,,,
598,etios liva,2013,5149.25,Petrol,578.0,558.0,538.0,518.0,498.0,478.0,458.0,438.0,418.0,398.0,378.0,358.0,,,
599,etios g,2014,7089.55,Petrol,579.0,559.0,539.0,519.0,499.0,479.0,459.0,439.0,419.0,399.0,379.0,359.0,,,
600,alto 800,2017,4253.73,Petrol,580.0,560.0,540.0,520.0,500.0,480.0,460.0,440.0,420.0,400.0,380.0,,,,
601,ciaz,2015,10223.88,Diesel,581.0,561.0,541.0,521.0,501.0,481.0,461.0,441.0,421.0,401.0,381.0,,,,
602,ciaz,2015,11194.03,Petrol,582.0,562.0,542.0,522.0,502.0,482.0,462.0,442.0,422.0,402.0,382.0,,,,
603,ertiga,2015,9104.48,Petrol,583.0,563.0,543.0,523.0,503.0,483.0,463.0,443.0,423.0,403.0,383.0,,,,
604,dzire,2009,3358.21,Petrol,584.0,564.0,544.0,524.0,504.0,484.0,464.0,444.0,424.0,404.0,384.0,,,,
605,ertiga,2016,11567.16,Diesel,585.0,565.0,545.0,525.0,505.0,485.0,465.0,445.0,425.0,405.0,385.0,,,,
606,ertiga,2015,10820.9,Diesel,586.0,566.0,546.0,526.0,506.0,486.0,466.0,446.0,426.0,406.0,386.0,,,,
607,ertiga,2016,11567.16,Diesel,587.0,567.0,547.0,527.0,507.0,487.0,467.0,447.0,427.0,407.0,387.0,,,,
608,wagon r,2015,4850.75,CNG,588.0,568.0,548.0,528.0,508.0,488.0,468.0,448.0,428.0,408.0,388.0,,,,
609,sx4,2010,3955.22,Petrol,589.0,569.0,549.0,529.0,509.0,489.0,469.0,449.0,429.0,409.0,389.0,,,,
610,baleno,2016,8731.34,Petrol,590.0,570.0,550.0,530.0,510.0,490.0,470.0,450.0,430.0,410.0,390.0,,,,
611,alto k10,2014,3805.97,Petrol,591.0,571.0,551.0,531.0,511.0,491.0,471.0,451.0,431.0,411.0,391.0,,,,
612,sx4,2008,2910.45,Petrol,592.0,572.0,552.0,532.0,512.0,492.0,472.0,452.0,432.0,412.0,392.0,,,,
613,dzire,2014,8208.96,Diesel,593.0,573.0,553.0,533.0,513.0,493.0,473.0,453.0,433.0,413.0,393.0,,,,
614,omni,2012,1865.67,Petrol,594.0,574.0,554.0,534.0,514.0,494.0,474.0,454.0,434.0,414.0,394.0,,,,
615,ciaz,2014,11194.03,Petrol,595.0,575.0,555.0,535.0,515.0,495.0,475.0,455.0,435.0,415.0,395.0,,,,
616,ritz,2013,3955.22,Petrol,596.0,576.0,556.0,536.0,516.0,496.0,476.0,456.0,436.0,416.0,396.0,,,,
617,wagon r,2006,1567.16,Petrol,597.0,577.0,557.0,537.0,517.0,497.0,477.0,457.0,437.0,417.0,397.0,,,,
